barangay,household_id,member_id,nuclear_family,relationship_nuclear_head,national_id_issued,philsys_card_number,solo_parent,solo_parent_id,senior_citizen_id,pregnant,lactating,disability,pwd_id,type_of_disability,seeing,hearing,walking,remembering,self_caring,communication
Manuel Roxas,MAN-0033,MAN-0033-4,02,03,2,8028087071502717,2,1,,,,2,2,,1,3,4,4,2,4
Manuel Roxas,MAN-0034,MAN-0034-1,05,07,2,8177493862638573,1,1,,1,2,1,1,"G,B,Z",1,4,1,3,1,1
Manuel Roxas,MAN-0034,MAN-0034-2,06,05,2,4364495175759955,2,2,,,,2,1,,,,,,,
Manuel Roxas,MAN-0034,MAN-0034-3,02,00,2,5886762820676602,2,2,,1,1,1,2,"G,E,C",2,3,3,2,4,2
Manuel Roxas,MAN-0035,MAN-0035-1,03,08,8,6920852994245740,1,2,,,,1,1,"E,B,G",2,3,4,4,1,4
Manuel Roxas,MAN-0035,MAN-0035-2,03,02,1,2068537854642839,2,1,,,,2,1,,2,1,4,2,2,2
Manuel Roxas,MAN-0035,MAN-0035-3,04,03,1,1824021476697198,8,8,,,,1,1,"A,D,F",1,3,1,1,1,4
Manuel Roxas,MAN-0035,MAN-0035-4,06,03,8,3231782688096009,1,1,,,,2,1,,2,1,2,3,3,4
Manuel Roxas,MAN-0035,MAN-0035-5,01,04,8,3566336464858230,8,2,,,,2,2,,1,1,2,1,4,3
Manuel Roxas,MAN-0035,MAN-0035-6,05,09,2,4420824254119123,8,8,,,,2,1,,1,2,3,2,2,4
Manuel Roxas,MAN-0036,MAN-0036-1,01,09,1,2893475168741849,1,8,,,,2,1,,,,,,,
Manuel Roxas,MAN-0036,MAN-0036-2,04,09,8,3571991255296132,1,1,,2,2,1,2,"B,D,E",2,1,4,1,4,2
Manuel Roxas,MAN-0037,MAN-0037-1,06,04,8,6411005052811619,8,1,,,,1,2,"G,C,B",2,2,1,2,4,3
Manuel Roxas,MAN-0037,MAN-0037-2,06,02,1,5698175403216244,1,1,,,,1,1,"B,D,A",,,,,,
Manuel Roxas,MAN-0037,MAN-0037-3,03,08,2,2076802997811184,8,2,,2,1,2,1,,1,3,3,1,1,4
Manuel Roxas,MAN-0037,MAN-0037-4,06,00,1,6224838812011533,8,1,,,,2,1,,,,,,,
Manuel Roxas,MAN-0037,MAN-0037-5,04,04,2,5202305925976821,8,2,8,,,1,2,"B,A,F",4,2,2,3,4,2
Manuel Roxas,MAN-0038,MAN-0038-1,01,01,1,8369612748595818,1,2,2,,,2,2,,2,1,3,4,2,3
Manuel Roxas,MAN-0038,MAN-0038-2,06,01,1,2451896527262371,8,2,,1,1,1,1,"G,D,C",2,4,4,1,4,3
Manuel Roxas,MAN-0038,MAN-0038-3,03,07,8,2376536619771925,8,8,,,,2,1,,,,,,,
Manuel Roxas,MAN-0038,MAN-0038-4,05,05,1,6367214076145902,2,8,,,,1,2,"F,E,B",4,3,2,2,3,3
Manuel Roxas,MAN-0038,MAN-0038-5,01,09,1,2223073653211819,8,8,,2,1,2,1,,3,3,4,4,1,2
Manuel Roxas,MAN-0039,MAN-0039-1,05,09,1,2819145329101952,8,2,,,,1,2,"A,G,Z",,,,,,
Manuel Roxas,MAN-0039,MAN-0039-2,02,08,8,4807929243885622,2,2,,,,2,2,,,,,,,
Manuel Roxas,MAN-0039,MAN-0039-3,06,10,2,8039397284385985,1,2,,,,1,1,"G,B,Z",1,3,2,1,4,3
Manuel Roxas,MAN-0039,MAN-0039-4,03,03,2,7313832579973485,2,8,,,,1,1,"C,E,A",3,3,4,2,3,1
Manuel Roxas,MAN-0039,MAN-0039-5,04,09,2,4390312392419240,8,1,,2,1,2,2,,4,2,3,1,4,2
Manuel Roxas,MAN-0039,MAN-0039-6,06,10,2,5883679577305306,8,1,8,,,1,2,"G,D,A",4,1,4,1,4,4
Manuel Roxas,MAN-0040,MAN-0040-1,04,02,2,5184874814285972,1,8,,1,1,2,2,,2,2,2,3,4,2
Manuel Roxas,MAN-0040,MAN-0040-2,03,06,8,2415673496800711,8,2,,,,1,2,"B,F,Z",1,3,2,4,3,1
Manuel Roxas,MAN-0040,MAN-0040-3,05,05,1,3709587322871649,8,8,,,,1,2,"B,F,Z",4,3,4,2,1,3
Manuel Roxas,MAN-0040,MAN-0040-4,01,09,1,5486636416379625,1,8,,,,2,2,,3,1,4,3,3,1
Manuel Roxas,MAN-0040,MAN-0040-5,02,05,1,3867459379663416,2,2,8,,,1,2,"A,E,Z",1,1,3,3,3,4
Manuel Roxas,MAN-0041,MAN-0041-1,06,01,2,4032644078868886,2,1,,,,2,1,,4,2,4,1,4,1
Manuel Roxas,MAN-0042,MAN-0042-1,02,08,8,2110007895524667,1,2,,,,1,2,"G,B,C",1,2,3,4,2,1
Manuel Roxas,MAN-0042,MAN-0042-2,06,01,2,6419619320138652,8,2,,2,1,2,2,,1,1,2,1,1,2
Manuel Roxas,MAN-0042,MAN-0042-3,01,10,2,8812505910062671,8,2,,,,2,2,,,,,,,
Manuel Roxas,MAN-0043,MAN-0043-1,05,08,1,2091869519647409,8,1,,,,1,1,"B,A,F",1,1,3,4,2,4
Manuel Roxas,MAN-0044,MAN-0044-1,04,01,1,2543736707265216,8,8,,,,1,1,"C,G,E",1,2,1,3,4,4
Manuel Roxas,MAN-0044,MAN-0044-2,03,06,8,7631031554345160,2,2,1,,,1,1,"A,D,Z",1,2,4,4,3,3
Manuel Roxas,MAN-0045,MAN-0045-1,06,02,1,7143712015743194,2,2,,,,2,2,,1,1,3,2,4,4
Manuel Roxas,MAN-0045,MAN-0045-2,06,04,1,7017111292777400,2,1,,2,1,2,2,,1,1,2,2,2,1
Manuel Roxas,MAN-0045,MAN-0045-3,02,10,2,4148572373610282,2,2,,1,1,2,1,,1,2,1,2,3,4
Manuel Roxas,MAN-0045,MAN-0045-4,04,08,2,4063376529500277,2,1,,2,1,1,2,"D,G,E",4,3,4,3,3,3
Manuel Roxas,MAN-0046,MAN-0046-1,03,02,1,5827589344862678,1,2,,2,2,1,2,"C,Z,E",2,1,4,4,2,2
Manuel Roxas,MAN-0046,MAN-0046-2,05,08,8,5307329725993684,2,1,,,,1,1,"D,G,Z",,,,,,
Manuel Roxas,MAN-0046,MAN-0046-3,05,08,1,7275746936973301,8,8,,2,1,1,2,"E,A,B",4,4,1,4,4,2
Manuel Roxas,MAN-0046,MAN-0046-4,04,10,1,6820603093892149,8,1,,1,1,2,2,,4,4,3,1,3,2
Manuel Roxas,MAN-0046,MAN-0046-5,01,02,8,7214198504160819,1,8,,2,1,1,1,"E,F,D",1,3,4,4,2,3
Manuel Roxas,MAN-0047,MAN-0047-1,06,08,1,4806906702342749,8,8,,1,2,1,1,"C,Z,F",1,4,3,3,2,1
Manuel Roxas,MAN-0047,MAN-0047-2,06,04,1,1913721713536158,8,8,,,,1,1,"G,A,F",3,3,3,3,2,3
Manuel Roxas,MAN-0048,MAN-0048-1,02,06,1,6528797429984561,8,1,,1,1,2,2,,2,1,1,4,1,3
Manuel Roxas,MAN-0048,MAN-0048-2,03,06,1,5777888491284163,2,8,,,,2,1,,1,1,2,1,3,3
Manuel Roxas,MAN-0049,MAN-0049-1,03,03,1,8666755849225792,8,1,,,,1,2,"D,A,Z",1,4,3,1,4,1
Manuel Roxas,MAN-0049,MAN-0049-2,04,05,1,2476346473252797,8,1,,,,2,1,,1,2,2,1,4,1
Manuel Roxas,MAN-0049,MAN-0049-3,06,02,2,4620779256922807,2,8,,2,2,2,1,,4,1,1,1,1,2
Manuel Roxas,MAN-0049,MAN-0049-4,02,08,2,5299888063907784,8,1,,,,2,1,,4,2,4,4,3,4
Manuel Roxas,MAN-0049,MAN-0049-5,02,01,1,4612675337688738,8,8,,,,2,1,,2,4,2,4,3,4
Manuel Roxas,MAN-0050,MAN-0050-1,05,01,2,6752443445728551,8,2,,,,2,2,,,,,,,
Manuel Roxas,MAN-0050,MAN-0050-2,04,09,2,4214274573821253,1,8,2,1,2,2,1,,2,4,2,2,4,2
Manuel Roxas,MAN-0050,MAN-0050-3,03,04,1,9917892341042198,2,2,,1,1,2,1,,3,1,3,3,1,4
Manuel Roxas,MAN-0050,MAN-0050-4,03,06,2,4701795481628903,1,8,,,,2,2,,1,1,1,3,4,1
Manuel Roxas,MAN-0050,MAN-0050-5,02,04,1,2721075754101270,8,8,,,,1,2,"G,E,B",1,2,3,1,1,1
Manuel Roxas,MAN-0050,MAN-0050-6,01,03,1,4753583853936688,1,8,,,,2,2,,,,,,,
Manuel Roxas,MAN-0051,MAN-0051-1,05,08,8,9559674080906869,8,8,,1,1,2,2,,2,1,2,1,3,3
Manuel Roxas,MAN-0051,MAN-0051-2,01,01,1,8210620943002404,2,8,,,,2,1,,1,3,2,4,4,3
Manuel Roxas,MAN-0051,MAN-0051-3,02,06,1,1494446024011144,2,8,,2,2,2,2,,1,3,4,1,1,2
Manuel Roxas,MAN-0051,MAN-0051-4,05,09,8,7496822066760775,8,2,,,,1,2,"D,C,B",2,3,1,1,2,2
Manuel Roxas,MAN-0052,MAN-0052-1,04,00,8,2516141735343965,8,8,,,,1,2,"Z,B,E",3,3,1,3,4,1
Manuel Roxas,MAN-0052,MAN-0052-2,01,04,2,2071615019339723,8,2,,,,1,2,"B,C,Z",1,4,3,1,4,4
Manuel Roxas,MAN-0052,MAN-0052-3,04,00,1,8344264630601558,2,8,,2,1,1,1,"E,Z,A",2,3,3,3,1,3
Manuel Roxas,MAN-0053,MAN-0053-1,06,09,2,4252178137720107,8,2,,2,2,1,1,"A,F,Z",3,3,1,2,3,1
Manuel Roxas,MAN-0053,MAN-0053-2,06,10,8,8233313492012372,1,2,,,,1,2,"B,E,Z",2,3,1,3,2,2
Manuel Roxas,MAN-0053,MAN-0053-3,06,07,8,1118059825120630,1,1,,,,1,2,"D,B,A",,,,,,
Manuel Roxas,MAN-0053,MAN-0053-4,03,06,1,9705521112133449,8,2,,,,1,2,"F,C,Z",3,2,1,1,1,1
Manuel Roxas,MAN-0054,MAN-0054-1,02,08,2,7079049048301524,8,8,1,2,1,2,1,,3,1,2,1,3,2
Manuel Roxas,MAN-0054,MAN-0054-2,06,01,2,7330747190458701,8,2,,2,1,2,1,,2,4,3,1,2,1
Manuel Roxas,MAN-0054,MAN-0054-3,01,10,1,7402840347942679,2,8,,,,2,1,,1,3,2,4,1,3
Manuel Roxas,MAN-0055,MAN-0055-1,03,02,1,8746314104949361,2,1,,,,1,1,"G,A,F",3,3,2,3,1,3
Manuel Roxas,MAN-0055,MAN-0055-2,05,06,1,7060268532227367,2,2,,1,2,1,1,"Z,C,D",3,2,1,4,1,4
Manuel Roxas,MAN-0055,MAN-0055-3,06,07,8,7770827634436575,8,8,,1,2,1,1,"C,Z,D",4,3,2,4,4,2
Manuel Roxas,MAN-0055,MAN-0055-4,05,07,2,3808007817606675,1,2,,1,1,1,2,"D,G,Z",1,4,1,3,3,3
Manuel Roxas,MAN-0056,MAN-0056-1,05,01,1,4432511327787793,8,2,,,,1,2,"D,A,C",,,,,,
Manuel Roxas,MAN-0056,MAN-0056-2,03,09,8,9843790369501721,2,8,,1,1,2,2,,4,3,3,4,1,3
Manuel Roxas,MAN-0056,MAN-0056-3,05,04,8,7678327606134289,8,1,,,,2,1,,3,1,4,4,3,1
Manuel Roxas,MAN-0057,MAN-0057-1,06,10,2,7536583710990132,2,1,,2,1,2,1,,4,3,1,4,4,2
Manuel Roxas,MAN-0057,MAN-0057-2,05,08,8,4896914718464776,2,2,,,,1,1,"E,G,C",,,,,,
Manuel Roxas,MAN-0057,MAN-0057-3,05,01,8,4716104603434052,1,2,,,,2,1,,1,1,2,2,2,3
Manuel Roxas,MAN-0057,MAN-0057-4,01,07,8,5262356817420822,2,2,1,1,2,1,1,"B,E,C",4,3,4,1,2,3
Manuel Roxas,MAN-0058,MAN-0058-1,01,10,1,2360694396855736,2,1,,,,1,1,"E,D,B",3,3,1,4,2,2
Don Aurelio Chicote,DON-0001,DON-0001-1,06,07,2,3977727595571133,1,8,1,,,1,2,"D,F,G",2,3,4,2,3,2
Don Aurelio Chicote,DON-0001,DON-0001-2,06,02,2,3306333975625535,1,8,,,,2,2,,,,,,,
Don Aurelio Chicote,DON-0002,DON-0002-1,02,09,1,1210850451409802,2,2,,,,2,1,,1,3,4,2,2,2
Don Aurelio Chicote,DON-0002,DON-0002-2,05,03,2,7421406200682234,8,2,,,,2,1,,,,,,,
Don Aurelio Chicote,DON-0003,DON-0003-1,03,04,1,8464397340188959,8,2,,,,2,1,,2,3,4,1,3,4
Don Aurelio Chicote,DON-0003,DON-0003-2,06,04,2,9742297884212104,2,8,,,,1,2,"D,F,A",3,2,3,1,4,4
Don Aurelio Chicote,DON-0004,DON-0004-1,06,02,1,2096964959377086,2,2,,,,1,1,"G,D,F",4,1,2,4,2,2
Don Aurelio Chicote,DON-0005,DON-0005-1,02,08,2,5108777184589616,1,2,,1,1,2,2,,1,2,4,4,4,2
Don Aurelio Chicote,DON-0005,DON-0005-2,05,00,2,6130687905418493,2,2,,,,2,2,,4,1,4,1,3,3
Don Aurelio Chicote,DON-0006,DON-0006-1,06,07,1,5434275883119148,8,2,2,,,1,1,"D,E,Z",4,1,1,3,2,1
Don Aurelio Chicote,DON-0006,DON-0006-2,04,01,1,9909577678115279,1,8,,,,1,1,"C,Z,B",3,3,1,2,3,2
Don Aurelio Chicote,DON-0006,DON-0006-3,04,00,2,8560163447172614,8,1,,,,1,2,"F,B,A",,,,,,
Don Aurelio Chicote,DON-0006,DON-0006-4,06,02,1,1654616460891222,2,2,,,,2,2,,3,1,1,4,3,1
Don Aurelio Chicote,DON-0006,DON-0006-5,03,04,1,1918668376442271,2,2,,,,1,1,"C,F,E",4,3,1,2,4,3
Don Aurelio Chicote,DON-0006,DON-0006-6,06,10,8,7774686356549222,8,1,,2,1,2,1,,4,3,3,3,2,2
Don Aurelio Chicote,DON-0007,DON-0007-1,04,04,8,5157294073460857,1,2,,,,2,2,,1,2,1,3,1,1
Don Aurelio Chicote,DON-0007,DON-0007-2,05,10,2,4353833088853168,8,2,,,,1,2,"E,G,Z",2,4,3,2,4,1
Don Aurelio Chicote,DON-0008,DON-0008-1,03,10,1,8940311876789107,1,1,,,,2,2,,1,4,2,3,2,1
Don Aurelio Chicote,DON-0009,DON-0009-1,01,07,8,1768923928123475,8,1,,,,1,1,"G,A,C",4,4,3,2,4,2
Don Aurelio Chicote,DON-0009,DON-0009-2,02,08,1,1847750596987172,2,1,,,,2,2,,4,4,3,4,1,3
Don Aurelio Chicote,DON-0009,DON-0009-3,02,01,2,4149623589196937,1,8,,,,2,1,,2,1,4,1,1,2
Don Aurelio Chicote,DON-0009,DON-0009-4,03,10,8,8169952075824834,8,1,,,,2,1,,4,1,1,3,1,1
Don Aurelio Chicote,DON-0010,DON-0010-1,04,03,2,6419815721769505,8,1,,,,2,2,,3,3,4,4,2,3
Don Aurelio Chicote,DON-0010,DON-0010-2,06,04,8,9070989294444036,2,8,8,1,1,1,1,"G,B,F",1,1,3,1,2,1
Don Aurelio Chicote,DON-0011,DON-0011-1,01,03,2,1712422029494838,8,8,,2,2,1,1,"F,Z,E",2,2,3,3,3,3
Don Aurelio Chicote,DON-0011,DON-0011-2,06,10,8,6310324076623187,8,2,,1,1,1,1,"Z,D,B",1,3,2,1,4,1
Don Aurelio Chicote,DON-0011,DON-0011-3,05,07,1,1855207661965582,2,8,,,,1,1,"E,F,C",3,2,3,1,3,4
Don Aurelio Chicote,DON-0011,DON-0011-4,05,06,1,6969391504729446,8,1,,,,2,2,,4,2,2,4,2,3
Don Aurelio Chicote,DON-0011,DON-0011-5,04,05,8,3734034371160559,8,8,8,2,2,1,2,"Z,C,E",3,1,2,2,2,3
Don Aurelio Chicote,DON-0012,DON-0012-1,04,00,1,8041982943763797,8,2,8,,,2,1,,3,4,4,1,4,3
Don Aurelio Chicote,DON-0012,DON-0012-2,05,02,1,2671242286232606,8,1,,1,1,1,1,"F,Z,C",2,3,1,2,4,1
Don Aurelio Chicote,DON-0012,DON-0012-3,03,02,2,3953757823557319,2,1,,1,2,1,2,"E,A,G",3,4,1,1,3,4
Don Aurelio Chicote,DON-0012,DON-0012-4,04,09,1,1713207046457790,1,2,,2,1,1,1,"E,C,D",1,2,4,2,1,2
Don Aurelio Chicote,DON-0012,DON-0012-5,04,01,2,6910120021728903,2,8,,,,1,2,"B,E,A",3,2,1,4,1,3
Don Aurelio Chicote,DON-0012,DON-0012-6,03,06,2,8557038470971204,1,1,,2,1,1,2,"F,B,D",3,3,4,2,4,2
Don Aurelio Chicote,DON-0013,DON-0013-1,01,04,1,5766632140177674,2,2,,,,2,2,,1,2,3,1,4,3
Don Aurelio Chicote,DON-0014,DON-0014-1,05,07,2,1315431679723324,2,8,1,,,1,2,"E,D,C",1,3,2,3,4,3
Don Aurelio Chicote,DON-0014,DON-0014-2,04,00,1,9277833118202138,1,2,,2,2,1,2,"A,G,D",1,1,3,4,2,4
Don Aurelio Chicote,DON-0014,DON-0014-3,03,07,1,1528166142382400,2,8,,,,2,1,,3,2,4,3,4,3
Don Aurelio Chicote,DON-0014,DON-0014-4,06,05,8,6072106450423110,1,2,,2,2,1,2,"C,A,E",4,2,1,2,4,3
Don Aurelio Chicote,DON-0015,DON-0015-1,06,09,2,1982493785108655,8,2,,,,1,1,"F,E,B",4,4,1,4,2,1
Don Aurelio Chicote,DON-0015,DON-0015-2,02,01,8,6306893926561374,1,1,,,,2,2,,3,2,2,4,4,2
Don Aurelio Chicote,DON-0015,DON-0015-3,03,00,1,2024591520727205,2,8,,,,2,1,,2,3,1,3,1,1
Don Aurelio Chicote,DON-0015,DON-0015-4,02,10,2,5944158696037301,8,1,,2,1,1,2,"F,D,G",2,3,3,1,4,4
Don Aurelio Chicote,DON-0015,DON-0015-5,03,08,2,6969626844120283,2,2,2,,,1,1,"Z,G,A",3,3,2,2,4,3
Don Aurelio Chicote,DON-0016,DON-0016-1,04,09,1,2171485471552372,1,8,,2,2,1,1,"G,E,Z",3,1,2,2,3,1
Don Aurelio Chicote,DON-0016,DON-0016-2,06,04,1,9732271588563871,8,2,2,,,2,1,,2,4,3,1,1,4
Don Aurelio Chicote,DON-0017,DON-0017-1,01,05,8,6786254254002304,8,8,,,,2,1,,,,,,,
Don Aurelio Chicote,DON-0017,DON-0017-2,02,09,1,4993651790270674,2,2,,,,1,1,"F,B,A",4,2,3,1,1,4
Don Aurelio Chicote,DON-0017,DON-0017-3,02,06,8,4192782552398449,1,2,,,,2,2,,,,,,,
Don Aurelio Chicote,DON-0018,DON-0018-1,02,02,1,2898618056055021,2,2,,2,2,2,2,,4,4,3,4,1,3
Don Aurelio Chicote,DON-0018,DON-0018-2,02,00,8,9999389597335175,1,2,,,,1,1,"Z,D,B",3,1,4,2,1,1
Don Aurelio Chicote,DON-0018,DON-0018-3,01,10,8,4875061967907198,2,8,,,,1,2,"C,Z,G",4,4,3,2,4,2
Don Aurelio Chicote,DON-0018,DON-0018-4,06,09,2,8798614117421480,1,1,,2,1,2,1,,4,2,2,4,2,4
Don Aurelio Chicote,DON-0018,DON-0018-5,02,02,1,3912168668799053,2,8,,,,1,1,"D,E,A",4,3,2,3,1,4
Don Aurelio Chicote,DON-0018,DON-0018-6,03,05,1,6459318037282303,1,1,,,,1,1,"C,D,A",4,3,3,2,2,1
Don Aurelio Chicote,DON-0019,DON-0019-1,05,05,2,6480299273375573,2,8,,,,2,1,,3,2,4,1,2,2
Don Aurelio Chicote,DON-0019,DON-0019-2,01,07,1,1888798130738967,2,1,,,,2,1,,4,2,2,1,3,1
Don Aurelio Chicote,DON-0020,DON-0020-1,05,10,2,3135656877878116,1,1,,,,2,1,,4,1,1,2,3,1
Don Aurelio Chicote,DON-0020,DON-0020-2,03,06,1,8322252679183438,1,2,,1,1,1,2,"F,Z,D",3,2,2,2,1,4
Don Aurelio Chicote,DON-0020,DON-0020-3,05,05,2,9586325404849193,2,1,1,,,1,1,"B,C,D",1,1,3,4,4,3
Don Aurelio Chicote,DON-0020,DON-0020-4,01,00,1,2667174457391455,2,8,8,,,1,1,"Z,E,B",3,1,3,1,1,3
Don Aurelio Chicote,DON-0020,DON-0020-5,02,02,8,3985040581592283,1,1,,,,2,2,,4,1,1,4,3,2
Don Aurelio Chicote,DON-0020,DON-0020-6,05,07,1,7725466270542349,1,8,,2,2,2,2,,3,4,4,4,3,1
Don Aurelio Chicote,DON-0021,DON-0021-1,02,01,8,1257954562296474,1,8,,1,2,2,2,,3,2,2,3,4,1
Don Aurelio Chicote,DON-0021,DON-0021-2,03,09,1,3248107940351842,8,8,,,,2,1,,2,4,3,1,2,1
Don Aurelio Chicote,DON-0021,DON-0021-3,02,04,2,9502392245260315,8,1,,,,2,2,,4,1,4,1,2,2
Don Aurelio Chicote,DON-0021,DON-0021-4,05,05,8,5230361124319828,1,1,,,,2,1,,,,,,,
Don Aurelio Chicote,DON-0021,DON-0021-5,05,06,1,5518517634300627,1,8,2,,,1,2,"B,G,E",3,1,3,4,2,2
Don Aurelio Chicote,DON-0022,DON-0022-1,04,05,8,5925855494601852,2,2,,2,2,1,1,"Z,D,F",3,2,3,3,2,3
Don Aurelio Chicote,DON-0022,DON-0022-2,06,03,1,4181843038896047,8,8,,2,2,2,2,,2,3,2,3,1,1
Don Aurelio Chicote,DON-0022,DON-0022-3,03,08,1,3096055865222052,8,8,,2,2,2,1,,1,3,4,2,1,1
Don Aurelio Chicote,DON-0022,DON-0022-4,03,10,2,8029173946014737,8,2,,1,1,2,1,,1,4,3,4,1,1
Don Aurelio Chicote,DON-0022,DON-0022-5,05,01,2,6122302211345676,1,8,1,1,1,1,1,"C,F,A",1,4,3,3,4,2
Don Aurelio Chicote,DON-0023,DON-0023-1,06,03,1,5485687579382932,8,1,,,,1,1,"E,G,B",3,4,1,4,4,1
Don Aurelio Chicote,DON-0023,DON-0023-2,03,01,1,9930766450981806,1,1,,2,2,1,2,"C,F,G",2,4,1,1,3,4
Don Aurelio Chicote,DON-0024,DON-0024-1,06,05,1,9162728515225123,2,8,,,,1,2,"G,C,A",3,2,1,4,2,1
Don Aurelio Chicote,DON-0024,DON-0024-2,05,00,2,3255377834641120,1,2,,,,1,2,"E,D,A",,,,,,
Don Aurelio Chicote,DON-0025,DON-0025-1,03,07,1,2860140506771446,1,8,,2,2,2,1,,3,1,2,4,1,4
Don Aurelio Chicote,DON-0025,DON-0025-2,02,09,2,9286812613121885,2,1,2,,,2,1,,3,1,2,2,1,2
Don Aurelio Chicote,DON-0025,DON-0025-3,01,04,8,3565851372350425,8,8,,,,1,1,"E,Z,G",4,3,3,4,3,2
Don Aurelio Chicote,DON-0025,DON-0025-4,02,06,2,4290214223596644,2,8,,,,1,2,"C,D,E",1,1,2,1,2,4
Don Aurelio Chicote,DON-0025,DON-0025-5,03,01,8,1520467410932120,2,1,,,,2,1,,2,3,2,2,1,3
Don Aurelio Chicote,DON-0025,DON-0025-6,03,01,8,8988646099977332,2,2,,,,2,2,,1,2,2,3,3,1
Don Aurelio Chicote,DON-0026,DON-0026-1,05,05,1,2357228478469165,2,1,,,,1,1,"A,Z,B",2,1,3,2,2,1
Don Aurelio Chicote,DON-0026,DON-0026-2,04,04,2,3482572323283552,8,2,,,,2,1,,1,4,1,2,1,4
Don Aurelio Chicote,DON-0026,DON-0026-3,02,09,8,7195550761254559,2,1,,,,1,1,"B,F,D",3,2,1,3,4,2
Don Aurelio Chicote,DON-0027,DON-0027-1,05,03,8,2474943193367014,1,1,,1,2,1,1,"B,Z,F",4,2,4,1,4,1
Don Aurelio Chicote,DON-0027,DON-0027-2,01,10,8,3153822763381372,1,1,,,,2,2,,2,3,2,4,1,4
Don Aurelio Chicote,DON-0027,DON-0027-3,06,03,8,4959899575682237,1,1,,1,2,2,1,,1,3,2,3,2,4
Don Aurelio Chicote,DON-0027,DON-0027-4,04,03,8,2491217796562397,8,8,,,,1,1,"D,B,A",3,2,4,4,1,3
Don Aurelio Chicote,DON-0028,DON-0028-1,02,02,2,7619296659961683,1,8,,,,1,2,"B,G,Z",,,,,,
Don Aurelio Chicote,DON-0028,DON-0028-2,03,06,2,1757082673818436,8,8,,,,1,1,"E,G,D",2,1,1,3,4,2
Don Aurelio Chicote,DON-0028,DON-0028-3,05,03,2,7784005050894941,1,1,,1,1,1,2,"E,G,A",1,1,4,4,2,2
Don Aurelio Chicote,DON-0028,DON-0028-4,04,06,8,7273648874212708,2,8,,,,1,1,"G,A,B",3,4,1,2,2,1
Don Aurelio Chicote,DON-0028,DON-0028-5,02,09,8,2783725085638693,2,8,,,,2,2,,,,,,,
Don Aurelio Chicote,DON-0029,DON-0029-1,05,04,8,6742753327124630,2,8,,,,2,2,,1,2,1,1,2,1
Don Aurelio Chicote,DON-0029,DON-0029-2,03,01,8,6221431563076231,2,2,,,,1,1,"D,B,Z",,,,,,
Don Aurelio Chicote,DON-0030,DON-0030-1,01,06,8,9539128150312408,1,1,,2,1,1,2,"Z,C,B",1,2,3,3,4,2
Don Aurelio Chicote,DON-0030,DON-0030-2,04,08,2,2380853287279430,2,2,,,,1,1,"C,E,F",,,,,,
Don Aurelio Chicote,DON-0030,DON-0030-3,03,09,1,4478887567916936,8,2,2,2,2,1,1,"B,E,D",2,2,3,4,4,2
Don Aurelio Chicote,DON-0031,DON-0031-1,02,01,1,7074153515255899,8,1,2,1,2,2,2,,2,2,4,4,2,3
Don Aurelio Chicote,DON-0031,DON-0031-2,04,07,2,8297376637696082,2,2,,,,1,1,"G,A,C",2,4,1,2,2,1
Don Aurelio Chicote,DON-0031,DON-0031-3,03,01,8,4954902205037897,2,2,,,,1,2,"E,B,G",,,,,,
Don Aurelio Chicote,DON-0031,DON-0031-4,05,06,8,6600404869918197,1,1,,,,2,2,,,,,,,
Don Aurelio Chicote,DON-0031,DON-0031-5,06,04,2,3373746989068342,2,2,,,,2,1,,3,1,3,4,2,3
Don Aurelio Chicote,DON-0032,DON-0032-1,06,04,2,7312116870502016,1,2,,,,1,2,"E,B,Z",3,1,2,1,3,3
Don Aurelio Chicote,DON-0033,DON-0033-1,02,03,1,3211087014178289,8,1,2,,,2,1,,1,4,2,2,3,2
Don Aurelio Chicote,DON-0033,DON-0033-2,06,00,8,6958518835998961,8,8,,,,1,2,"F,A,Z",1,1,2,1,3,4
Don Aurelio Chicote,DON-0033,DON-0033-3,01,04,2,3695832599803772,2,2,2,,,1,2,"A,E,C",1,4,3,4,1,2
Don Aurelio Chicote,DON-0033,DON-0033-4,04,02,8,7161073011256462,2,2,,,,2,1,,1,3,2,1,1,2
Don Aurelio Chicote,DON-0033,DON-0033-5,03,10,2,1184965683835507,8,8,,2,1,2,1,,1,1,1,2,4,4
Don Aurelio Chicote,DON-0033,DON-0033-6,06,02,8,9332921174993774,2,2,,,,1,1,"G,F,B",,,,,,
Don Aurelio Chicote,DON-0034,DON-0034-1,05,00,2,4593261032536222,1,1,,2,2,2,1,,3,4,3,1,4,4
Don Aurelio Chicote,DON-0034,DON-0034-2,01,00,2,4160709888503704,8,2,,,,2,1,,,,,,,
Don Aurelio Chicote,DON-0034,DON-0034-3,05,04,2,8706095673188823,2,1,8,,,2,2,,4,3,2,3,1,3
Don Aurelio Chicote,DON-0034,DON-0034-4,02,02,1,7235375943407997,2,8,,2,1,2,2,,3,4,4,4,1,4
Don Aurelio Chicote,DON-0034,DON-0034-5,02,01,2,7328014775491828,8,2,,1,1,2,1,,3,2,2,1,1,4
Don Aurelio Chicote,DON-0034,DON-0034-6,01,06,8,1346385404495450,1,8,,2,2,2,1,,2,2,1,3,2,4
Don Aurelio Chicote,DON-0035,DON-0035-1,06,03,8,2671623312022084,2,1,,,,2,2,,4,1,3,3,2,4
