barangay,household_id,member_id,last_name,first_name,suffix,middle_name,relationship,gender,birthday,age,local_civil_registry,marital_status,ethnicity,religion,can_read_write,highest_grade_completed
Manuel Roxas,MAN-0019,MAN-0019-2,Estrada,Teresa,,Alvarez,03,2,2024-12-07,0,1,1,Mandaya,Islam,,00000000
Manuel Roxas,MAN-0020,MAN-0020-1,Flores,Hugo,,Martinez,01,1,1970-07-23,54,1,2,Mandaya,Roman Catholic,1,10000101
Manuel Roxas,MAN-0020,MAN-0020-2,Flores,Gilberto,IV,Rodriguez,02,1,2001-09-05,23,8,1,Manobo,Islam,1,11000203
Manuel Roxas,MAN-0021,MAN-0021-1,Munoz,Alejandra,,Vargas,02,2,2012-12-19,12,2,1,Tagalog,Roman Catholic,2,10000105
Manuel Roxas,MAN-0021,MAN-0021-2,Munoz,Urbano,III,Santos,02,1,1951-10-13,73,2,2,Surigaonon,Roman Catholic,2,11000108
Manuel Roxas,MAN-0021,MAN-0021-3,Munoz,Pio,,Mendoza,07,1,1971-11-17,53,2,2,Maranao,Iglesia ni Cristo,1,30400108
Manuel Roxas,MAN-0021,MAN-0021-4,Munoz,Uriel,,Martinez,08,1,2001-01-05,23,1,2,Others,Roman Catholic,1,11000103
Manuel Roxas,MAN-0021,MAN-0021-5,Munoz,Adelina,,Vargas,07,2,1973-10-24,51,2,2,Tausug,Roman Catholic,1,20400102
Manuel Roxas,MAN-0022,MAN-0022-1,Perez,Gina,,Munoz,01,2,1992-11-14,32,1,2,Mandaya,Roman Catholic,1,21400101
Manuel Roxas,MAN-0022,MAN-0022-2,Perez,Buenaventura,IV,Sanchez,02,1,1997-12-26,27,8,1,Manobo,Evangelical,2,11000203
Manuel Roxas,MAN-0023,MAN-0023-1,Reyes,Nestor,Jr.,Medina,01,1,2001-11-28,23,1,1,Sangirese,Roman Catholic,1,11000102
Manuel Roxas,MAN-0023,MAN-0023-2,Reyes,Amelia,,Estrada,04,2,2016-02-28,8,1,1,Others,Roman Catholic,1,00000000
Manuel Roxas,MAN-0023,MAN-0023-3,Ramos,Gualberto,Jr.,Vargas,07,1,2006-06-12,18,1,2,Sangirese,Aglipayan,1,21400105
Manuel Roxas,MAN-0024,MAN-0024-1,Diaz,Aurora,,Rivera,01,2,2002-11-15,22,1,1,Maranao,Roman Catholic,2,21400102
Manuel Roxas,MAN-0024,MAN-0024-2,Diaz,Cirilo,IV,Ramos,04,1,2017-12-17,7,1,1,Mandaya,Roman Catholic,2,02100000
Manuel Roxas,MAN-0024,MAN-0024-3,Diaz,Milagros,,Flores,08,2,1978-09-10,46,2,2,Kalagan,Islam,1,11000202
Manuel Roxas,MAN-0024,MAN-0024-4,Diaz,Reynaldo,III,Herrera,07,1,1998-08-12,26,2,2,Tausug,Roman Catholic,1,21400105
Manuel Roxas,MAN-0024,MAN-0024-5,Vargas,Felix,Sr.,Moreno,08,1,1941-09-21,83,8,2,Cebuano,Roman Catholic,1,11000202
Manuel Roxas,MAN-0024,MAN-0024-6,Diaz,Delfin,III,Alvarez,06,1,1946-01-19,78,1,3,Mandaya,Roman Catholic,1,20400101
Manuel Roxas,MAN-0025,MAN-0025-1,Rojas,Valentina,,Sanchez,01,2,1993-11-15,31,8,2,Kalagan,Roman Catholic,1,30400106
Manuel Roxas,MAN-0025,MAN-0025-2,Rojas,Romina,,Rodriguez,02,2,1996-11-27,28,8,2,Kalagan,Roman Catholic,2,11000202
Manuel Roxas,MAN-0025,MAN-0025-3,Munoz,Celia,,Guerrero,07,2,1972-06-27,52,2,2,Sangil,Bible Baptist Church,2,21400101
Manuel Roxas,MAN-0025,MAN-0025-4,Rivera,Sergio,III,Bautista,07,1,1989-10-14,35,1,2,Cebuano,Others,2,10000108
Manuel Roxas,MAN-0025,MAN-0025-5,Rojas,Norberto,IV,Jimenez,08,1,1986-08-11,38,1,2,Others,Roman Catholic,2,30400108
Manuel Roxas,MAN-0026,MAN-0026-1,Castillo,Daniela,,Gutierrez,01,2,1939-07-02,85,8,2,Sarangani,Roman Catholic,1,10000106
Manuel Roxas,MAN-0027,MAN-0027-1,Dela Cruz,Amparo,,Delgado,02,2,2007-07-08,17,2,1,Davawenyo,Others,2,11000105
Manuel Roxas,MAN-0027,MAN-0027-2,Dela Cruz,Dorothy,,Torres,02,2,2006-04-10,18,8,2,Kalagan,Islam,2,11000201
Manuel Roxas,MAN-0027,MAN-0027-3,Dela Cruz,Urbano,,Martinez,03,1,2024-12-10,0,1,1,Surigaonon,Islam,,00000000
Manuel Roxas,MAN-0027,MAN-0027-4,Dela Cruz,Nora,,Vargas,08,2,1989-10-27,35,2,2,Maguindanao,Roman Catholic,1,21400103
Manuel Roxas,MAN-0027,MAN-0027-5,Dela Cruz,Wenceslao,III,Bautista,08,1,1994-01-28,30,2,1,Surigaonon,Roman Catholic,2,10000107
Manuel Roxas,MAN-0028,MAN-0028-1,Mendoza,Hugo,Jr.,Gomez,01,1,1983-09-18,41,1,2,Maranao,Iglesia ni Cristo,1,30400108
Manuel Roxas,MAN-0028,MAN-0028-2,Mendoza,Tirso,,Bautista,02,1,1996-10-09,28,2,2,Sangirese,Roman Catholic,2,30400108
Manuel Roxas,MAN-0028,MAN-0028-3,Mendoza,Baltazar,,Diaz,04,1,2017-11-25,7,2,1,Sangirese,Roman Catholic,2,02100000
Manuel Roxas,MAN-0028,MAN-0028-4,Rodriguez,Bonifacio,Sr.,Santos,07,1,2002-08-04,22,1,1,Cebuano,Roman Catholic,1,11000202
Manuel Roxas,MAN-0028,MAN-0028-5,Mendoza,Hilario,IV,Reyes,06,1,1994-08-27,30,2,2,Tausug,Roman Catholic,1,10000104
Manuel Roxas,MAN-0029,MAN-0029-1,Guerrero,Beatriz,,Cabrera,01,2,1991-01-10,33,2,2,Davawenyo,Roman Catholic,1,10000102
Manuel Roxas,MAN-0029,MAN-0029-2,Guerrero,Antonio,IV,Garcia,03,1,2020-11-15,4,1,1,Manobo,Roman Catholic,,00000000
Manuel Roxas,MAN-0029,MAN-0029-3,Guerrero,Jose,Jr.,Garcia,05,1,2007-09-06,17,2,1,Bisaya/Binisaya,Islam,1,11000104
Manuel Roxas,MAN-0029,MAN-0029-4,Guerrero,Narciso,,Medina,07,1,1978-11-08,46,8,2,Tausug,Roman Catholic,2,30400108
Manuel Roxas,MAN-0029,MAN-0029-5,Dela Rosa,Herminia,,Sanchez,08,2,1977-05-07,47,1,2,Sarangani,Roman Catholic,1,11000203
Manuel Roxas,MAN-0029,MAN-0029-6,Guerrero,Simeon,III,Garcia,04,1,2018-11-04,6,1,1,Sarangani,Roman Catholic,2,10000103
Manuel Roxas,MAN-0030,MAN-0030-1,Guerrero,Uriel,III,Santos,01,1,1970-10-19,54,2,2,Maguindanao,Islam,2,20400101
Manuel Roxas,MAN-0030,MAN-0030-2,Guerrero,Juan,,Castro,02,1,1976-02-20,48,2,2,Tagalog,Seventh-day Adventist,1,10000103
Manuel Roxas,MAN-0030,MAN-0030-3,Guerrero,Reynaldo,III,Vega,04,1,2017-08-01,7,2,1,Maguindanao,Roman Catholic,1,10000104
Manuel Roxas,MAN-0031,MAN-0031-1,Romero,Petra,,Alvarez,01,2,1991-02-15,33,8,2,Others,Roman Catholic,2,11000108
Manuel Roxas,MAN-0031,MAN-0031-2,Romero,Paula,,Molina,02,2,1961-08-19,63,8,2,Davawenyo,Seventh-day Adventist,1,10000102
Manuel Roxas,MAN-0031,MAN-0031-3,Romero,Eugenia,,Cabrera,07,2,1976-09-15,48,2,1,Manobo,Roman Catholic,1,20400101
Manuel Roxas,MAN-0031,MAN-0031-4,Romero,Rowena,,Vargas,07,2,1986-05-16,38,2,2,Sangirese,Roman Catholic,1,11000202
Manuel Roxas,MAN-0032,MAN-0032-1,Santos,Gregorio,,Bautista,01,1,1955-04-09,69,8,3,Bisaya/Binisaya,Roman Catholic,2,10000108
Manuel Roxas,MAN-0032,MAN-0032-2,Santos,Octavio,,Aguilar,04,1,2012-09-19,12,2,1,Mandaya,Roman Catholic,2,00000000
Manuel Roxas,MAN-0032,MAN-0032-3,Munoz,Rufino,Jr.,Flores,07,1,1977-10-07,47,1,2,Others,Roman Catholic,1,11000102
Manuel Roxas,MAN-0032,MAN-0032-4,Gonzales,Angelica,,Santos,07,2,1974-11-03,50,1,2,Others,Jehovah's Witnesses,2,11000102
Manuel Roxas,MAN-0032,MAN-0032-5,Santos,Miguel,IV,Aguilar,03,1,2020-09-05,4,8,1,Cebuano,Roman Catholic,,00000000
Manuel Roxas,MAN-0033,MAN-0033-1,Bautista,Luciano,Sr.,Alvarez,01,1,1990-08-23,34,8,2,Tagalog,Roman Catholic,1,20400105
Manuel Roxas,MAN-0033,MAN-0033-2,Bautista,Romina,,Torres,03,2,2022-12-05,2,1,1,Kalagan,Roman Catholic,,00000000
Manuel Roxas,MAN-0033,MAN-0033-3,Bautista,Serafina,,Morales,07,2,1974-03-17,50,1,2,Bisaya/Binisaya,Roman Catholic,2,10000104
Manuel Roxas,MAN-0033,MAN-0033-4,Bautista,Vicenta,,Torres,05,2,2009-08-17,15,8,1,Tagalog,Roman Catholic,1,11000108
Manuel Roxas,MAN-0034,MAN-0034-1,Gutierrez,Sara,,Contreras,01,2,1996-01-27,28,1,2,Manobo,Roman Catholic,2,10000107
Manuel Roxas,MAN-0035,MAN-0035-1,Castillo,Rosa,,Martinez,01,2,1992-09-19,32,8,2,Sarangani,Roman Catholic,1,11000103
Manuel Roxas,MAN-0035,MAN-0035-2,Dela Cruz,Evaristo,III,Gonzales,02,1,1977-05-28,47,1,1,Manobo,Roman Catholic,2,30400106
Manuel Roxas,MAN-0036,MAN-0036-1,Romero,Adelina,,Herrera,01,2,2001-06-18,23,2,1,Others,Seventh-day Adventist,2,21400103
Manuel Roxas,MAN-0036,MAN-0036-2,Romero,Valentina,,Jimenez,04,2,2012-04-22,12,8,1,Sangil,Roman Catholic,2,10000103
Manuel Roxas,MAN-0036,MAN-0036-3,Romero,Amelia,,Jimenez,04,2,2018-07-08,6,1,1,Maguindanao,Roman Catholic,1,10000102
Manuel Roxas,MAN-0036,MAN-0036-4,Romero,Filemon,IV,Ramirez,07,1,2000-08-16,24,2,2,Tausug,Roman Catholic,1,11000104
Manuel Roxas,MAN-0037,MAN-0037-1,Moreno,Alejandra,,Munoz,02,2,2013-12-22,11,1,1,Cebuano,Islam,2,01000000
Manuel Roxas,MAN-0037,MAN-0037-2,Gonzalez,Isidoro,IV,Gonzales,02,1,2003-01-15,21,2,2,Davawenyo,Roman Catholic,1,20400103
Manuel Roxas,MAN-0037,MAN-0037-3,Moreno,Perla,,Herrera,04,2,2013-02-28,11,8,1,Others,Islam,1,01000000
Manuel Roxas,MAN-0037,MAN-0037-4,Moreno,Teodoro,,Herrera,03,1,2021-06-18,3,2,1,Cebuano,Islam,,00000000
Manuel Roxas,MAN-0037,MAN-0037-5,Moreno,Pablo,III,Reyes,06,1,1963-11-22,61,1,3,Davawenyo,Iglesia ni Cristo,2,11000203
Manuel Roxas,MAN-0037,MAN-0037-6,Moreno,Pilar,,Herrera,06,2,2006-01-05,18,1,1,Others,Roman Catholic,1,11000101
Manuel Roxas,MAN-0038,MAN-0038-1,Mendoza,Vanessa,,Gutierrez,01,2,1980-07-02,44,2,2,Sangil,Roman Catholic,2,21400103
Manuel Roxas,MAN-0038,MAN-0038-2,Garcia,Emma,,Sanchez,02,2,1978-01-12,46,2,2,Cebuano,Roman Catholic,1,30400108
Manuel Roxas,MAN-0038,MAN-0038-3,Mendoza,Lolita,,Dela Cruz,04,2,2017-05-23,7,2,1,Sangirese,Jehovah's Witnesses,1,10000103
Manuel Roxas,MAN-0038,MAN-0038-4,Guerrero,Alejandra,,Ramirez,06,2,1994-06-09,30,1,2,Sarangani,Roman Catholic,1,10000101
Manuel Roxas,MAN-0038,MAN-0038-5,Mendoza,Anita,,Herrera,06,2,1983-05-18,41,8,2,Manobo,Roman Catholic,2,11000108
Manuel Roxas,MAN-0039,MAN-0039-1,Alvarez,Luis,Jr.,Bautista,01,1,1973-09-27,51,2,2,Manobo,Roman Catholic,1,10000101
Manuel Roxas,MAN-0039,MAN-0039-2,Alvarez,Eligio,Sr.,Flores,02,1,1969-09-03,55,8,2,Maguindanao,Roman Catholic,1,11000108
Manuel Roxas,MAN-0039,MAN-0039-3,Alvarez,Claudia,,Castillo,04,2,2018-05-19,6,8,1,Tagalog,Roman Catholic,2,10000101
Manuel Roxas,MAN-0039,MAN-0039-4,Espinoza,Nicanor,Jr.,Munoz,07,1,1974-09-02,50,1,3,Maranao,Evangelical,2,11000103
Manuel Roxas,MAN-0039,MAN-0039-5,Garcia,Uriel,IV,Gonzalez,06,1,1985-10-07,39,8,2,Sarangani,Roman Catholic,1,10000102
Manuel Roxas,MAN-0039,MAN-0039-6,Alvarez,Lazaro,IV,Castillo,05,1,2007-12-10,17,1,1,Maguindanao,Roman Catholic,2,11000108
Manuel Roxas,MAN-0040,MAN-0040-1,Torres,Uriel,III,Gomez,01,1,2002-09-20,22,8,1,Bisaya/Binisaya,Roman Catholic,1,20400101
Manuel Roxas,MAN-0040,MAN-0040-2,Torres,Emilio,Jr.,Jimenez,03,1,2020-11-07,4,8,1,Mandaya,Roman Catholic,,00000000
Manuel Roxas,MAN-0040,MAN-0040-3,Torres,Rowena,,Jimenez,06,2,1942-12-05,82,1,3,Sangirese,Islam,2,11000101
Manuel Roxas,MAN-0040,MAN-0040-4,Torres,Antonia,,Delgado,06,2,2005-07-06,19,1,2,Sangirese,Islam,1,11000105
Manuel Roxas,MAN-0041,MAN-0041-1,Jimenez,Esteban,Sr.,Vargas,01,1,1967-12-28,57,1,1,Sangirese,Islam,1,10000107
Manuel Roxas,MAN-0041,MAN-0041-2,Jimenez,Venancio,Sr.,Mendoza,02,1,1994-08-13,30,1,2,Cebuano,Roman Catholic,1,10000108
Manuel Roxas,MAN-0042,MAN-0042-1,Cruz,Angel,Sr.,Torres,02,1,2021-10-20,3,2,1,Bisaya/Binisaya,Islam,,00000000
Manuel Roxas,MAN-0042,MAN-0042-2,Cruz,Romina,,Torres,04,2,2018-01-09,6,2,1,Tagalog,Roman Catholic,1,01000000
Manuel Roxas,MAN-0042,MAN-0042-3,Cruz,Gaudencio,,Torres,04,1,2017-12-26,7,2,1,Bisaya/Binisaya,Roman Catholic,1,10000101
Manuel Roxas,MAN-0043,MAN-0043-1,Vargas,Trinidad,,Gutierrez,02,2,2012-10-25,12,2,1,Kalagan,Jehovah's Witnesses,2,10000104
Manuel Roxas,MAN-0043,MAN-0043-2,Vargas,Vicente,,Flores,02,1,2005-08-27,19,8,2,Surigaonon,Evangelical,2,20400102
Manuel Roxas,MAN-0043,MAN-0043-3,Sanchez,Eulogio,III,Cruz,08,1,1969-01-07,55,2,2,Kalagan,Roman Catholic,1,11000102
Manuel Roxas,MAN-0044,MAN-0044-1,Guerrero,Barbara,,Garcia,01,2,1986-08-07,38,8,2,Mandaya,Roman Catholic,2,21400105
Manuel Roxas,MAN-0044,MAN-0044-2,Lopez,Juana,,Ruiz,02,2,1990-02-12,34,8,1,Sarangani,Bible Baptist Church,2,30400108
Manuel Roxas,MAN-0044,MAN-0044-3,Guerrero,Marissa,,Gonzalez,03,2,2023-04-07,1,1,1,Kalagan,Islam,,00000000
Manuel Roxas,MAN-0044,MAN-0044-4,Guerrero,Teodoro,Jr.,Gonzalez,04,1,2019-09-05,5,1,1,Davawenyo,Roman Catholic,1,00000000
Manuel Roxas,MAN-0044,MAN-0044-5,Guerrero,Jose,III,Torres,07,1,1983-05-14,41,8,2,Surigaonon,Evangelical,1,30400108
Manuel Roxas,MAN-0044,MAN-0044-6,Guerrero,Veronica,,Torres,08,2,1964-06-16,60,1,1,Kalagan,Aglipayan,2,11000108
Manuel Roxas,MAN-0045,MAN-0045-1,Rodriguez,Renata,,Vargas,01,2,1964-12-25,60,1,2,Bisaya/Binisaya,Roman Catholic,2,20400102
Manuel Roxas,MAN-0045,MAN-0045-2,Rodriguez,Maricel,,Bautista,02,2,1972-02-16,52,2,2,Surigaonon,Roman Catholic,2,21400105
Manuel Roxas,MAN-0046,MAN-0046-1,Ruiz,Lolita,,Cabrera,02,2,2013-10-16,11,2,1,Sangil,Roman Catholic,1,10000103
Manuel Roxas,MAN-0046,MAN-0046-2,Ruiz,Antonio,IV,Lopez,02,1,1968-07-24,56,1,2,Tausug,Iglesia ni Cristo,1,11000104
Manuel Roxas,MAN-0046,MAN-0046-3,Ruiz,Rafael,,Gonzales,08,1,1977-02-10,47,8,2,Kalagan,Evangelical,1,11000201
Manuel Roxas,MAN-0046,MAN-0046-4,Ruiz,Victor,III,Alvarez,08,1,2002-02-12,22,8,1,Tausug,Roman Catholic,1,20400103
Manuel Roxas,MAN-0046,MAN-0046-5,Ruiz,Luis,Sr.,Alvarez,07,1,2002-03-16,22,8,2,Cebuano,Iglesia ni Cristo,2,21400103
Manuel Roxas,MAN-0046,MAN-0046-6,Torres,Ofelia,,Gomez,06,2,1979-08-25,45,1,2,Surigaonon,Roman Catholic,1,30400107
Manuel Roxas,MAN-0047,MAN-0047-1,Lopez,Patricia,,Vargas,02,2,2023-05-16,1,1,1,Others,Roman Catholic,,00000000
Manuel Roxas,MAN-0047,MAN-0047-2,Lopez,Ximena,,Ramos,02,2,1924-12-16,100,8,3,Tausug,Islam,1,11000203
Manuel Roxas,MAN-0048,MAN-0048-1,Moreno,Silvino,Sr.,Morales,01,1,1965-04-25,59,8,2,Maranao,Roman Catholic,2,20400102
Manuel Roxas,MAN-0048,MAN-0048-2,Moreno,Andrea,,Vargas,02,2,1980-01-03,44,2,1,Tagalog,Roman Catholic,1,10000102
Manuel Roxas,MAN-0048,MAN-0048-3,Moreno,Magdalena,,Cruz,04,2,2018-10-16,6,1,1,Maranao,Roman Catholic,2,00000000
Manuel Roxas,MAN-0048,MAN-0048-4,Rivera,Luis,IV,Garcia,08,1,1966-06-18,58,1,2,Davawenyo,Roman Catholic,1,11000201
Manuel Roxas,MAN-0048,MAN-0048-5,Moreno,Adela,,Cruz,03,2,2023-03-06,1,8,1,Bisaya/Binisaya,Roman Catholic,,00000000
Manuel Roxas,MAN-0049,MAN-0049-1,Valencia,Graciela,,Castillo,02,2,2021-07-04,3,1,1,Maguindanao,Roman Catholic,,00000000
Manuel Roxas,MAN-0049,MAN-0049-2,Valencia,Marianne,,Medina,02,2,1996-07-18,28,2,2,Sangirese,Islam,2,10000103
Manuel Roxas,MAN-0049,MAN-0049-3,Valencia,Virginia,,Gutierrez,03,2,2021-11-12,3,2,1,Sangirese,Roman Catholic,,00000000
Manuel Roxas,MAN-0049,MAN-0049-4,Valencia,Wilfredo,Jr.,Torres,06,1,1980-11-20,44,2,2,Cebuano,Roman Catholic,2,21400103
Manuel Roxas,MAN-0050,MAN-0050-1,Herrera,Reynaldo,,Guerrero,02,1,2022-09-10,2,1,1,Kalagan,Roman Catholic,,00000000
Manuel Roxas,MAN-0050,MAN-0050-2,Herrera,Liza,,Cruz,04,2,2015-12-17,9,2,1,Davawenyo,Roman Catholic,1,01000000
Manuel Roxas,MAN-0050,MAN-0050-3,Herrera,Bianca,,Martinez,07,2,1970-01-06,54,8,3,Sarangani,Bible Baptist Church,2,11000103
Manuel Roxas,MAN-0050,MAN-0050-4,Herrera,Teodoro,III,Cruz,03,1,2021-06-17,3,2,1,Kalagan,Islam,,00000000
Manuel Roxas,MAN-0051,MAN-0051-1,Castillo,Evangeline,,Gutierrez,01,2,1971-10-19,53,1,2,Sarangani,Roman Catholic,1,11000102
Manuel Roxas,MAN-0051,MAN-0051-2,Castillo,Gaudencio,,Gutierrez,04,1,2010-04-05,14,1,1,Tagalog,Roman Catholic,1,11000104
Manuel Roxas,MAN-0052,MAN-0052-1,Espinoza,Carolina,,Ramirez,02,2,2013-07-22,11,2,1,Mandaya,Roman Catholic,2,10000105
Manuel Roxas,MAN-0052,MAN-0052-2,Espinoza,Fernanda,,Bautista,04,2,2017-02-28,7,8,1,Others,Seventh-day Adventist,2,01000000
Manuel Roxas,MAN-0052,MAN-0052-3,Castillo,Manuel,IV,Garcia,07,1,1978-07-12,46,1,2,Tagalog,Iglesia ni Cristo,2,30400106
Manuel Roxas,MAN-0053,MAN-0053-1,Martinez,Marilou,,Castillo,02,2,2023-07-21,1,1,1,Sangirese,Roman Catholic,,00000000
Manuel Roxas,MAN-0053,MAN-0053-2,Martinez,Gonzalo,IV,Vargas,02,1,1988-02-11,36,8,1,Bisaya/Binisaya,Roman Catholic,1,10000107
Manuel Roxas,MAN-0053,MAN-0053-3,Martinez,Isabel,,Herrera,07,2,1990-03-18,34,2,1,Kalagan,Roman Catholic,1,10000104
Manuel Roxas,MAN-0053,MAN-0053-4,Martinez,Virginia,,Morales,07,2,1977-01-27,47,8,2,Kalagan,Islam,2,30400108
Manuel Roxas,MAN-0053,MAN-0053-5,Martinez,Alejandra,,Herrera,04,2,2017-07-09,7,2,1,Maranao,Roman Catholic,2,10000102
Manuel Roxas,MAN-0053,MAN-0053-6,Martinez,Jennifer,,Santos,06,2,2004-04-21,20,1,2,Maguindanao,Roman Catholic,2,11000202
Manuel Roxas,MAN-0054,MAN-0054-1,Castillo,Domingo,Jr.,Gonzales,02,1,2020-07-27,4,8,1,Maguindanao,Roman Catholic,,00000000
Manuel Roxas,MAN-0054,MAN-0054-2,Castillo,Faustino,III,Lopez,02,1,1975-09-12,49,2,2,Davawenyo,Roman Catholic,1,11000202
Manuel Roxas,MAN-0054,MAN-0054-3,Castillo,Antonia,,Vargas,03,2,2022-04-18,2,2,1,Cebuano,Roman Catholic,,00000000
Manuel Roxas,MAN-0054,MAN-0054-4,Castillo,Liza,,Vargas,03,2,2020-10-06,4,2,1,Tausug,Islam,,00000000
Manuel Roxas,MAN-0054,MAN-0054-5,Castillo,Braulio,Jr.,Romero,08,1,1965-05-26,59,2,2,Maranao,Roman Catholic,2,10000101
Manuel Roxas,MAN-0055,MAN-0055-1,Gomez,Miriam,,Silva,01,2,1928-08-09,96,1,2,Manobo,Roman Catholic,1,10000102
Manuel Roxas,MAN-0055,MAN-0055-2,Gomez,Quintin,Jr.,Castro,02,1,1996-04-20,28,1,2,Sangirese,Roman Catholic,2,30400108
Manuel Roxas,MAN-0055,MAN-0055-3,Gomez,Melissa,,Dela Cruz,05,2,2008-09-10,16,2,2,Davawenyo,Roman Catholic,1,11000104
Manuel Roxas,MAN-0055,MAN-0055-4,Gomez,Ulises,Jr.,Estrada,06,1,1984-03-28,40,8,2,Bisaya/Binisaya,Roman Catholic,1,10000103
Manuel Roxas,MAN-0056,MAN-0056-1,Vega,Valentin,Sr.,Ramirez,02,1,2013-05-19,11,2,1,Sarangani,Islam,2,01000000
Manuel Roxas,MAN-0056,MAN-0056-2,Rivera,Jacinto,,Estrada,02,1,1983-05-21,41,8,2,Manobo,Islam,1,10000107
Manuel Roxas,MAN-0056,MAN-0056-3,Vega,Luciano,,Contreras,04,1,2013-01-09,11,1,1,Bisaya/Binisaya,Roman Catholic,1,10000104
Manuel Roxas,MAN-0056,MAN-0056-4,Vega,Quintin,Sr.,Aguilar,08,1,1961-05-01,63,2,2,Manobo,Roman Catholic,2,11000201
Manuel Roxas,MAN-0057,MAN-0057-1,Munoz,Honorio,Jr.,Rodriguez,02,1,2020-02-16,4,2,1,Manobo,Islam,,00000000
Manuel Roxas,MAN-0057,MAN-0057-2,Munoz,Jeremias,Sr.,Alvarez,02,1,2003-06-27,21,8,2,Davawenyo,Islam,1,20400101
Manuel Roxas,MAN-0057,MAN-0057-3,Torres,Concepcion,,Lopez,08,2,1997-11-10,27,1,2,Sangirese,Roman Catholic,1,10000101
Manuel Roxas,MAN-0058,MAN-0058-1,Santos,Samuel,Sr.,Vargas,01,1,1993-12-07,31,1,2,Tausug,Islam,1,11000104
Manuel Roxas,MAN-0058,MAN-0058-2,Jimenez,Tomas,III,Ortiz,02,1,1928-07-21,96,8,3,Maguindanao,Roman Catholic,1,20400105
Manuel Roxas,MAN-0058,MAN-0058-3,Cruz,Eugenia,,Bautista,07,2,1990-11-17,34,1,2,Sangil,Roman Catholic,2,11000203
Manuel Roxas,MAN-0058,MAN-0058-4,Castillo,Primitivo,III,Rivera,08,1,1969-07-08,55,8,2,Sangirese,Roman Catholic,1,10000107
Manuel Roxas,MAN-0058,MAN-0058-5,Romero,Paula,,Diaz,08,2,1983-02-17,41,8,1,Maranao,Roman Catholic,1,20400105
Don Aurelio Chicote,DON-0001,DON-0001-1,Sanchez,Quintin,IV,Gonzales,02,1,2024-05-24,0,2,1,Manobo,Roman Catholic,,00000000
Don Aurelio Chicote,DON-0001,DON-0001-2,Torres,Adoracion,,Herrera,02,2,1984-08-28,40,1,2,Bisaya/Binisaya,Iglesia ni Cristo,1,11000108
Don Aurelio Chicote,DON-0001,DON-0001-3,Sanchez,Belinda,,Aguilar,04,2,2016-07-21,8,1,1,Maranao,Roman Catholic,1,10000103
Don Aurelio Chicote,DON-0001,DON-0001-4,Sanchez,Ines,,Ramos,07,2,1960-04-05,64,2,2,Tausug,Roman Catholic,2,20400102
Don Aurelio Chicote,DON-0002,DON-0002-1,Garcia,Florencio,,Diaz,02,1,2022-11-21,2,1,1,Manobo,Evangelical,,00000000
Don Aurelio Chicote,DON-0002,DON-0002-2,Garcia,Concepcion,,Vega,04,2,2010-01-13,14,2,1,Davawenyo,Evangelical,1,10000101
Don Aurelio Chicote,DON-0002,DON-0002-3,Garcia,Regina,,Gutierrez,08,2,1991-01-19,33,8,2,Sangil,Roman Catholic,2,11000105
Don Aurelio Chicote,DON-0002,DON-0002-4,Garcia,Wenceslao,III,Vargas,08,1,1987-11-05,37,2,2,Sangil,Iglesia ni Cristo,2,11000203
Don Aurelio Chicote,DON-0002,DON-0002-5,Garcia,Joaquin,III,Vega,04,1,2011-01-21,13,2,1,Tagalog,Iglesia ni Cristo,2,10000103
Don Aurelio Chicote,DON-0002,DON-0002-6,Valencia,Miguel,Jr.,Espinoza,07,1,1977-12-12,47,8,2,Bisaya/Binisaya,Roman Catholic,2,20400103
Don Aurelio Chicote,DON-0003,DON-0003-1,Alvarez,Tomas,III,Estrada,02,1,2009-05-17,15,2,1,Maguindanao,Islam,2,11000101
Don Aurelio Chicote,DON-0003,DON-0003-2,Alvarez,Esperanza,,Gomez,02,2,1974-08-10,50,8,2,Cebuano,Islam,1,10000102
Don Aurelio Chicote,DON-0003,DON-0003-3,Alvarez,Tiburcio,III,Vargas,07,1,1964-07-05,60,1,2,Bisaya/Binisaya,Roman Catholic,1,11000108
Don Aurelio Chicote,DON-0003,DON-0003-4,Alvarez,Lorena,,Romero,03,2,2023-08-05,1,2,1,Tausug,United Church of Christ,,00000000
Don Aurelio Chicote,DON-0003,DON-0003-5,Alvarez,Ines,,Romero,06,2,1983-05-27,41,1,2,Others,Roman Catholic,2,11000102
Don Aurelio Chicote,DON-0004,DON-0004-1,Garcia,Jocelyn,,Herrera,01,2,2005-02-03,19,8,2,Sangil,Roman Catholic,2,21400103
Don Aurelio Chicote,DON-0004,DON-0004-2,Garcia,Martin,III,Mendoza,02,1,1987-10-10,37,1,2,Davawenyo,Roman Catholic,1,10000106
Don Aurelio Chicote,DON-0004,DON-0004-3,Vargas,Susan,,Gonzalez,08,2,1960-01-04,64,2,2,Manobo,Roman Catholic,2,30400106
Don Aurelio Chicote,DON-0004,DON-0004-4,Garcia,Emma,,Rivera,03,2,2022-08-04,2,1,1,Maguindanao,Roman Catholic,,00000000
Don Aurelio Chicote,DON-0004,DON-0004-5,Garcia,Daniela,,Medina,08,2,2005-01-28,19,2,2,Tagalog,Roman Catholic,1,11000202
Don Aurelio Chicote,DON-0005,DON-0005-1,Herrera,Olegario,III,Garcia,01,1,2005-01-19,19,2,2,Cebuano,Roman Catholic,1,11000103
